fecha,precio,weekday,weekday_bol
1995-10-30,12.879166666666668,0,0
1995-10-31,13.195833333333333,1,0
1995-11-01,15.770833333333334,2,0
1995-11-02,13.860083333333334,3,0
1995-11-03,17.83925,4,0
1995-11-04,15.628416666666666,5,1
1995-11-05,11.893833333333331,6,1
1995-11-06,12.636708333333331,0,0
1995-11-07,15.988083333333334,1,0
1995-11-08,16.2835,2,0
1995-11-09,11.451625,3,0
1995-11-10,10.343708333333334,4,0
1995-11-11,6.698416666666668,5,1
1995-11-12,7.483416666666667,6,1
1995-11-13,13.514666666666669,0,0
1995-11-14,12.380416666666669,1,0
1995-11-15,12.199666666666667,2,0
1995-11-16,11.590000000000002,3,0
1995-11-17,16.575458333333334,4,0
1995-11-18,20.202166666666667,5,1
1995-11-19,22.681291666666667,6,1
1995-11-20,31.122416666666663,0,0
1995-11-21,34.39791666666667,1,0
1995-11-22,30.823125,2,0
1995-11-23,36.75,3,0
1995-11-24,38.54166666666666,4,0
1995-11-25,39.075,5,1
1995-11-26,34.725,6,1
1995-11-27,49.3,0,0
1995-11-28,70.88579166666666,1,0
1995-11-29,91.8225,2,0
1995-11-30,103.5785,3,0
1995-12-01,102.372375,4,0
1995-12-02,118.62550000000005,5,1
1995-12-03,120.54741666666668,6,1
1995-12-04,134.96995833333338,0,0
1995-12-05,121.00845833333337,1,0
1995-12-06,100.99849999999998,2,0
1995-12-07,106.48025,3,0
1995-12-08,53.80441666666667,4,0
1995-12-09,136.37249999999997,5,1
1995-12-10,132.02241666666666,6,1
1995-12-11,120.64958333333334,0,0
1995-12-12,132.11695833333337,1,0
1995-12-13,102.9125,2,0
1995-12-14,58.50266666666666,3,0
1995-12-15,52.15166666666666,4,0
1995-12-16,48.23333333333333,5,1
1995-12-17,31.54179166666667,6,1
1995-12-18,45.24275,0,0
1995-12-19,64.00029166666666,1,0
1995-12-20,58.833416666666665,2,0
1995-12-21,62.5,3,0
1995-12-22,46.825375,4,0
1995-12-23,24.15579166666667,5,1
1995-12-24,23.20745833333333,6,1
1995-12-25,13.261625,0,0
1995-12-26,21.590833333333336,1,0
1995-12-27,19.051791666666663,2,0
1995-12-28,24.058333333333334,3,0
1995-12-29,25.11679166666667,4,0
1995-12-30,20.79216666666667,5,1
1995-12-31,13.216333333333331,6,1
1996-01-01,13.089458333333337,0,0
1996-01-02,15.388999999999998,1,0
1996-01-03,19.639106382978724,2,0
1996-01-04,23.575,3,0
1996-01-05,26.916666666666668,4,0
1996-01-06,24.523404255319143,5,1
1996-01-07,25.041666666666668,6,1
1996-01-08,21.495833333333334,0,0
1996-01-09,30.70833333333333,1,0
1996-01-10,34.83183333333333,2,0
1996-01-11,38.95316666666667,3,0
1996-01-12,40.458333333333336,4,0
1996-01-13,39.79166666666666,5,1
1996-01-14,26.48333333333333,6,1
1996-01-15,33.325,0,0
1996-01-16,29.20833333333333,1,0
1996-01-17,27.65533333333333,2,0
1996-01-18,26.24904166666667,3,0
1996-01-19,22.259500000000003,4,0
1996-01-20,20.16870833333333,5,1
1996-01-21,19.33758333333333,6,1
1996-01-22,17.597333333333335,0,0
1996-01-23,15.962666666666667,1,0
1996-01-24,16.375,2,0
1996-01-25,15.919791666666669,3,0
1996-01-26,14.417375,4,0
1996-01-27,14.386416666666667,5,1
1996-01-28,11.483624999999998,6,1
1996-01-29,15.667416666666668,0,0
1996-01-30,14.732166666666664,1,0
1996-01-31,17.461499999999997,2,0
1996-02-01,13.903166666666666,3,0
1996-02-02,13.559000000000005,4,0
1996-02-03,14.524958333333336,5,1
1996-02-04,7.166916666666666,6,1
1996-02-05,8.333541666666667,0,0
1996-02-06,5.016583333333333,1,0
1996-02-07,4.556666666666666,2,0
1996-02-08,2.7510416666666675,3,0
1996-02-09,3.9934166666666666,4,0
1996-02-10,3.4514166666666664,5,1
1996-02-11,5.179833333333334,6,1
1996-02-12,10.1625,0,0
1996-02-13,10.091666666666669,1,0
1996-02-14,8.637083333333335,2,0
1996-02-15,6.016666666666667,3,0
1996-02-16,6.737041666666666,4,0
1996-02-17,5.866875,5,1
1996-02-18,4.308333333333334,6,1
1996-02-19,11.783333333333331,0,0
1996-02-20,10.3375,1,0
1996-02-21,9.445833333333333,2,0
1996-02-22,8.172083333333333,3,0
1996-02-23,8.132208333333333,4,0
1996-02-24,6.995416666666666,5,1
1996-02-25,5.536625000000001,6,1
1996-02-26,5.998666666666668,0,0
1996-02-27,6.942083333333334,1,0
1996-02-28,6.786583333333333,2,0
1996-02-29,18.891666666666666,3,0
1996-03-01,7.956958333333334,4,0
1996-03-02,7.784583333333334,5,1
1996-03-03,5.3656250000000005,6,1
1996-03-04,5.688333333333333,0,0
1996-03-05,7.885708333333333,1,0
1996-03-06,6.425541666666667,2,0
1996-03-07,7.104166666666667,3,0
1996-03-08,5.0,4,0
1996-03-09,3.965,5,1
1996-03-10,2.814833333333333,6,1
1996-03-11,3.327375,0,0
1996-03-12,3.4837916666666664,1,0
1996-03-13,2.7200000000000006,2,0
1996-03-14,2.014,3,0
1996-03-15,2.073125,4,0
1996-03-16,1.5618333333333334,5,1
1996-03-17,1.7333333333333332,6,1
1996-03-18,2.1619583333333336,0,0
1996-03-19,1.9312500000000004,1,0
1996-03-20,1.6625,2,0
1996-03-21,1.9166666666666667,3,0
1996-03-22,1.962625,4,0
1996-03-23,2.06225,5,1
1996-03-24,1.5287499999999998,6,1
1996-03-25,1.6679166666666667,0,0
1996-03-26,2.2414583333333336,1,0
1996-03-27,2.2930000000000006,2,0
1996-03-28,2.4883750000000004,3,0
1996-03-29,2.7125000000000004,4,0
1996-03-30,3.045833333333334,5,1
1996-03-31,2.700000000000001,6,1
1996-04-01,2.887500000000001,0,0
1996-04-02,3.675,1,0
1996-04-03,3.6,2,0
1996-04-04,2.478083333333334,3,0
1996-04-05,2.0238333333333336,4,0
1996-04-06,2.0890000000000004,5,1
1996-04-07,2.09625,6,1
1996-04-08,3.480541666666668,0,0
1996-04-09,3.8815,1,0
1996-04-10,4.104958333333335,2,0
1996-04-11,3.753000000000001,3,0
1996-04-12,3.4447499999999995,4,0
1996-04-13,2.4,5,1
1996-04-14,2.5083333333333333,6,1
1996-04-15,2.820833333333333,0,0
1996-04-16,3.9155416666666665,1,0
1996-04-17,3.252083333333333,2,0
1996-04-18,2.800083333333333,3,0
1996-04-19,4.927083333333336,4,0
1996-04-20,3.7916666666666665,5,1
1996-04-21,3.2835,6,1
1996-04-22,3.687416666666666,0,0
1996-04-23,3.7291666666666665,1,0
1996-04-24,4.281916666666667,2,0
1996-04-25,3.499416666666667,3,0
1996-04-26,2.1194166666666665,4,0
1996-04-27,1.5975833333333336,5,1
1996-04-28,1.4130416666666668,6,1
1996-04-29,1.8814166666666667,0,0
1996-04-30,1.7778333333333336,1,0
1996-05-01,1.359416666666667,2,0
1996-05-02,2.047333333333333,3,0
1996-05-03,1.94325,4,0
1996-05-04,1.83825,5,1
1996-05-05,1.4523333333333337,6,1
1996-05-06,2.771041666666666,0,0
1996-05-07,3.1265,1,0
1996-05-08,3.662333333333333,2,0
1996-05-09,2.6624583333333334,3,0
1996-05-10,0.6908333333333333,4,0
1996-05-11,1.1875000000000002,5,1
1996-05-12,1.3985,6,1
1996-05-13,2.240083333333333,0,0
1996-05-14,2.005416666666666,1,0
1996-05-15,2.5187500000000003,2,0
1996-05-16,1.8147916666666664,3,0
1996-05-17,1.548333333333333,4,0
1996-05-18,1.3350833333333334,5,1
1996-05-19,1.2673333333333334,6,1
1996-05-20,1.2787499999999998,0,0
1996-05-21,1.7953749999999995,1,0
1996-05-22,1.3180833333333333,2,0
1996-05-23,1.2842083333333336,3,0
1996-05-24,1.2837083333333337,4,0
1996-05-25,1.2668333333333333,5,1
1996-05-26,1.2775,6,1
1996-05-27,1.8318333333333336,0,0
1996-05-28,1.8572916666666668,1,0
1996-05-29,2.103125,2,0
1996-05-30,2.136458333333333,3,0
1996-05-31,1.8027083333333331,4,0
1996-06-01,1.56625,5,1
1996-06-02,1.2618750000000003,6,1
1996-06-03,1.8479166666666664,0,0
1996-06-04,1.8781666666666668,1,0
1996-06-05,1.8684166666666664,2,0
1996-06-06,2.045333333333333,3,0
1996-06-07,1.818,4,0
1996-06-08,1.7661666666666669,5,1
1996-06-09,1.256,6,1
1996-06-10,1.3934583333333332,0,0
1996-06-11,2.0253333333333337,1,0
1996-06-12,2.3160000000000003,2,0
1996-06-13,2.1875,3,0
1996-06-14,2.645833333333333,4,0
1996-06-15,2.841708333333333,5,1
1996-06-16,1.6870833333333335,6,1
1996-06-17,1.3908333333333334,0,0
1996-06-18,2.3354166666666667,1,0
1996-06-19,3.1245833333333337,2,0
1996-06-20,3.986583333333333,3,0
1996-06-21,2.396916666666667,4,0
1996-06-22,2.2335,5,1
1996-06-23,1.291125,6,1
1996-06-24,1.4080833333333336,0,0
1996-06-25,1.437291666666667,1,0
1996-06-26,1.5932916666666668,2,0
1996-06-27,1.6412499999999997,3,0
1996-06-28,1.2547499999999998,4,0
1996-06-29,1.2404166666666665,5,1
1996-06-30,0.935,6,1
1996-07-01,1.1062499999999995,0,0
1996-07-02,1.2412499999999993,1,0
1996-07-03,1.2231249999999994,2,0
1996-07-04,1.974875,3,0
1996-07-05,1.255916666666666,4,0
1996-07-06,1.2615833333333335,5,1
1996-07-07,1.2541250000000002,6,1
1996-07-08,1.191375,0,0
1996-07-09,1.4279999999999995,1,0
1996-07-10,1.4294999999999998,2,0
1996-07-11,1.1935833333333334,3,0
1996-07-12,1.0977499999999998,4,0
1996-07-13,1.2544583333333332,5,1
1996-07-14,1.2540000000000004,6,1
1996-07-15,1.254583333333333,0,0
1996-07-16,1.7857916666666664,1,0
1996-07-17,1.255041666666666,2,0
1996-07-18,1.3572916666666668,3,0
1996-07-19,2.1277500000000003,4,0
1996-07-20,1.5460833333333337,5,1
1996-07-21,1.2772499999999998,6,1
1996-07-22,1.5229999999999997,0,0
1996-07-23,1.899333333333333,1,0
1996-07-24,1.7506250000000003,2,0
1996-07-25,2.745249999999999,3,0
1996-07-26,2.717916666666667,4,0
1996-07-27,2.7639166666666664,5,1
1996-07-28,1.4729166666666669,6,1
1996-07-29,2.582666666666667,0,0
1996-07-30,2.8037916666666667,1,0
1996-07-31,2.09825,2,0
1996-08-01,2.25775,3,0
1996-08-02,1.3936666666666673,4,0
1996-08-03,1.393083333333334,5,1
1996-08-04,1.392666666666667,6,1
1996-08-05,2.1562500000000004,0,0
1996-08-06,2.257791666666667,1,0
1996-08-07,1.5664166666666668,2,0
1996-08-08,2.355,3,0
1996-08-09,3.486666666666666,4,0
1996-08-10,2.392541666666667,5,1
1996-08-11,1.5476666666666663,6,1
1996-08-12,2.885,0,0
1996-08-13,3.7579166666666666,1,0
1996-08-14,5.982083333333333,2,0
1996-08-15,5.963416666666666,3,0
1996-08-16,9.798833333333333,4,0
1996-08-17,8.46975,5,1
1996-08-18,5.097625000000001,6,1
1996-08-19,3.0718750000000004,0,0
1996-08-20,4.382249999999998,1,0
1996-08-21,4.331916666666667,2,0
1996-08-22,3.875,3,0
1996-08-23,3.926625,4,0
1996-08-24,5.15,5,1
1996-08-25,2.494083333333333,6,1
1996-08-26,5.176916666666666,0,0
1996-08-27,4.837916666666667,1,0
1996-08-28,3.7774166666666673,2,0
1996-08-29,4.662416666666667,3,0
1996-08-30,3.389250000000001,4,0
1996-08-31,1.9973333333333332,5,1
1996-09-01,1.6966666666666663,6,1
1996-09-02,3.670833333333334,0,0
1996-09-03,2.645833333333333,1,0
1996-09-04,3.5666666666666664,2,0
1996-09-05,4.18125,3,0
1996-09-06,4.025916666666667,4,0
1996-09-07,3.327291666666666,5,1
1996-09-08,2.875,6,1
1996-09-09,6.229166666666667,0,0
1996-09-10,12.557958333333334,1,0
1996-09-11,18.916666666666668,2,0
1996-09-12,20.375,3,0
1996-09-13,20.25,4,0
1996-09-14,19.33333333333333,5,1
1996-09-15,18.916666666666668,6,1
1996-09-16,20.89583333333333,0,0
1996-09-17,20.791666666666668,1,0
1996-09-18,21.041666666666668,2,0
1996-09-19,23.1765,3,0
1996-09-20,24.791666666666668,4,0
1996-09-21,23.791666666666668,5,1
1996-09-22,24.0,6,1
1996-09-23,23.352083333333336,0,0
1996-09-24,24.20575,1,0
1996-09-25,24.25,2,0
1996-09-26,22.416666666666668,3,0
1996-09-27,22.625,4,0
1996-09-28,20.875,5,1
1996-09-29,17.791666666666668,6,1
1996-09-30,20.25,0,0
1996-10-01,20.08333333333333,1,0
1996-10-02,19.857125,2,0
1996-10-03,16.960250000000002,3,0
1996-10-04,13.9375,4,0
1996-10-05,10.875,5,1
1996-10-06,5.5565,6,1
1996-10-07,8.374666666666666,0,0
1996-10-08,4.124583333333333,1,0
1996-10-09,4.328083333333334,2,0
1996-10-10,3.108458333333333,3,0
1996-10-11,3.9791666666666665,4,0
1996-10-12,1.9619166666666663,5,1
1996-10-13,1.8541666666666667,6,1
1996-10-14,1.6366666666666667,0,0
1996-10-15,3.720458333333333,1,0
1996-10-16,3.302166666666667,2,0
1996-10-17,3.323500000000001,3,0
1996-10-18,3.1846666666666668,4,0
1996-10-19,1.344875,5,1
1996-10-20,1.340666666666667,6,1
1996-10-21,3.74,0,0
1996-10-22,3.501666666666667,1,0
1996-10-23,4.466,2,0
1996-10-24,3.371458333333333,3,0
1996-10-25,3.9807083333333337,4,0
1996-10-26,4.095125,5,1
1996-10-27,1.3237083333333337,6,1
1996-10-28,3.768708333333333,0,0
1996-10-29,3.4313333333333333,1,0
1996-10-30,3.95675,2,0
1996-10-31,2.749166666666666,3,0
1996-11-01,1.968,4,0
1996-11-02,2.837916666666666,5,1
1996-11-03,1.324,6,1
1996-11-04,1.5965833333333337,0,0
1996-11-05,2.6165833333333333,1,0
1996-11-06,4.270833333333333,2,0
1996-11-07,4.685208333333334,3,0
1996-11-08,9.375,4,0
1996-11-09,19.046666666666667,5,1
1996-11-10,25.08333333333333,6,1
1996-11-11,23.767958333333336,0,0
1996-11-12,24.70833333333333,1,0
1996-11-13,25.94825,2,0
1996-11-14,24.819125,3,0
1996-11-15,26.33775,4,0
1996-11-16,21.44175,5,1
1996-11-17,9.5185,6,1
1996-11-18,21.402500000000003,0,0
1996-11-19,18.31625,1,0
1996-11-20,25.1575,2,0
1996-11-21,24.4075,3,0
1996-11-22,30.17083333333333,4,0
1996-11-23,28.824166666666667,5,1
1996-11-24,26.333416666666665,6,1
1996-11-25,34.291666666666664,0,0
1996-11-26,34.916666666666664,1,0
1996-11-27,32.708333333333336,2,0
1996-11-28,42.22808333333333,3,0
1996-11-29,37.770833333333336,4,0
1996-11-30,32.166666666666664,5,1
1996-12-01,26.68466666666667,6,1
1996-12-02,28.231583333333333,0,0
1996-12-03,26.27083333333333,1,0
1996-12-04,24.125,2,0
1996-12-05,21.783875000000005,3,0
1996-12-06,17.991666666666667,4,0
1996-12-07,13.221276595744678,5,1
1996-12-08,12.80833333333333,6,1
1996-12-09,14.291666666666666,0,0
1996-12-10,12.702127659574469,1,0
1996-12-11,11.533333333333331,2,0
1996-12-12,8.091829787234044,3,0
1996-12-13,7.209333333333333,4,0
1996-12-14,6.152208333333333,5,1
1996-12-15,4.296083333333334,6,1
1996-12-16,6.333333333333333,0,0
1996-12-17,8.475,1,0
1996-12-18,9.170833333333333,2,0
1996-12-19,9.984333333333334,3,0
1996-12-20,9.549333333333331,4,0
1996-12-21,6.204208333333334,5,1
1996-12-22,4.908583333333333,6,1
1996-12-23,5.333333333333333,0,0
1996-12-24,7.75,1,0
1996-12-25,7.466666666666666,2,0
1996-12-26,15.0,3,0
1996-12-27,27.08333333333333,4,0
1996-12-28,36.011583333333334,5,1
1996-12-29,27.45833333333333,6,1
1996-12-30,23.808333333333334,0,0
1996-12-31,21.055958333333333,1,0
1997-01-01,24.19422833333333,2,0
1997-01-02,23.417936666666662,3,0
1997-01-03,21.34831166666667,4,0
1997-01-04,16.79522833333333,5,1
1997-01-05,15.358269999999996,6,1
1997-01-06,16.148186666666664,0,0
1997-01-07,18.780436666666667,1,0
1997-01-08,19.68460333333333,2,0
1997-01-09,18.68460333333333,3,0
1997-01-10,19.017936666666667,4,0
1997-01-11,22.72627,5,1
1997-01-12,18.267936666666667,6,1
1997-01-13,20.938186666666667,0,0
1997-01-14,19.813769999999995,1,0
1997-01-15,23.388770000000005,2,0
1997-01-16,23.710436666666663,3,0
1997-01-17,23.05127,4,0
1997-01-18,21.05627,5,1
1997-01-19,19.714645,6,1
1997-01-20,21.46872833333333,0,0
1997-01-21,21.484603333333336,1,0
1997-01-22,22.542936666666662,2,0
1997-01-23,21.193645,3,0
1997-01-24,25.024186666666665,4,0
1997-01-25,22.659311666666657,5,1
1997-01-26,23.01385333333333,6,1
1997-01-27,23.492936666666665,0,0
1997-01-28,22.18877,1,0
1997-01-29,24.00960333333333,2,0
1997-01-30,27.15552,3,0
1997-01-31,29.99502,4,0
1997-02-01,28.6073,5,1
1997-02-02,29.501091666666667,6,1
1997-02-03,32.01588333333333,0,0
1997-02-04,26.10134166666667,1,0
1997-02-05,24.3198,2,0
1997-02-06,32.142716666666665,3,0
1997-02-07,28.579466666666665,4,0
1997-02-08,27.532300000000006,5,1
1997-02-09,28.63646666666668,6,1
1997-02-10,29.883633333333343,0,0
1997-02-11,28.41459166666667,1,0
1997-02-12,22.093633333333333,2,0
1997-02-13,27.286466666666676,3,0
1997-02-14,22.61155,4,0
1997-02-15,20.1033,5,1
1997-02-16,20.61763333333333,6,1
1997-02-17,30.01730000000001,0,0
1997-02-18,24.52563333333333,1,0
1997-02-19,33.90655,2,0
1997-02-20,26.96446666666668,3,0
1997-02-21,29.39630000000001,4,0
1997-02-22,32.38646666666667,5,1
1997-02-23,29.27338333333332,6,1
1997-02-24,24.120300000000004,0,0
1997-02-25,23.645174999999995,1,0
1997-02-26,26.021258333333336,2,0
1997-02-27,20.461675000000003,3,0
1997-02-28,24.48863333333333,4,0
1997-03-01,25.54069,5,1
1997-03-02,15.52760666666667,6,1
1997-03-03,24.446273333333338,0,0
1997-03-04,25.45639833333333,1,0
1997-03-05,23.63194,2,0
1997-03-06,24.582939999999997,3,0
1997-03-07,27.358189999999997,4,0
1997-03-08,28.66764833333332,5,1
1997-03-09,29.745439999999984,6,1
1997-03-10,39.87143999999999,0,0
1997-03-11,37.15964833333332,1,0
1997-03-12,39.94410666666666,2,0
1997-03-13,38.228106666666655,3,0
1997-03-14,35.53618999999998,4,0
1997-03-15,28.41810666666667,5,1
1997-03-16,24.657898333333332,6,1
1997-03-17,29.41752333333332,0,0
1997-03-18,26.60198166666666,1,0
1997-03-19,22.032398333333337,2,0
1997-03-20,19.08714833333333,3,0
1997-03-21,20.27673166666667,4,0
1997-03-22,19.096898333333336,5,1
1997-03-23,17.88244,6,1
1997-03-24,17.523898333333335,0,0
1997-03-25,26.20369,1,0
1997-03-26,21.31477333333334,2,0
1997-03-27,20.925731666666664,3,0
1997-03-28,19.36060666666667,4,0
1997-03-29,21.18402333333333,5,1
1997-03-30,19.100648333333336,6,1
1997-03-31,28.09935666666665,0,0
1997-04-01,32.26606166666665,1,0
1997-04-02,28.970853333333327,2,0
1997-04-03,33.11510333333333,3,0
1997-04-04,29.82001999999999,4,0
1997-04-05,30.662936666666663,5,1
1997-04-06,28.34422833333333,6,1
1997-04-07,27.03327,0,0
1997-04-08,29.89926999999999,1,0
1997-04-09,22.890311666666666,2,0
1997-04-10,28.686895,3,0
1997-04-11,24.44335333333333,4,0
1997-04-12,22.18193666666666,5,1
1997-04-13,20.073645000000003,6,1
1997-04-14,22.020645,0,0
1997-04-15,24.28327,1,0
1997-04-16,31.92689499999999,2,0
1997-04-17,30.05018666666666,3,0
1997-04-18,26.00560333333333,4,0
1997-04-19,24.184686666666668,5,1
1997-04-20,20.08102,6,1
1997-04-21,28.641811666666676,0,0
1997-04-22,22.97302,1,0
1997-04-23,19.381770000000003,2,0
1997-04-24,17.906811666666673,3,0
1997-04-25,26.46360333333333,4,0
1997-04-26,20.401270000000007,5,1
1997-04-27,14.792228333333334,6,1
1997-04-28,19.642145000000003,0,0
1997-04-29,23.40689500000001,1,0
1997-04-30,27.017936666666667,2,0
1997-05-01,21.24801333333333,3,0
1997-05-02,34.528846666666674,4,0
1997-05-03,31.082638333333342,5,1
1997-05-04,24.322221666666664,6,1
1997-05-05,32.89384666666668,0,0
1997-05-06,38.50730500000002,1,0
1997-05-07,32.20618,2,0
1997-05-08,43.687930000000016,3,0
1997-05-09,39.88251333333335,4,0
1997-05-10,43.66909666666668,5,1
1997-05-11,28.387305,6,1
1997-05-12,30.239055000000004,0,0
1997-05-13,33.74568,1,0
1997-05-14,32.600388333333335,2,0
1997-05-15,34.341346666666674,3,0
1997-05-16,33.57122166666667,4,0
1997-05-17,42.32476333333334,5,1
1997-05-18,38.38372166666668,6,1
1997-05-19,39.13659666666669,0,0
1997-05-20,37.28363833333334,1,0
1997-05-21,45.73459666666668,2,0
1997-05-22,43.779763333333335,3,0
1997-05-23,34.86984666666668,4,0
1997-05-24,33.86309666666668,5,1
1997-05-25,35.56701333333335,6,1
1997-05-26,40.42880500000001,0,0
1997-05-27,36.01009666666668,1,0
1997-05-28,36.33459666666667,2,0
1997-05-29,33.21376333333334,3,0
1997-05-30,33.39584666666668,4,0
1997-05-31,34.11209666666667,5,1
1997-06-01,27.76557999999999,6,1
1997-06-02,24.20058,0,0
1997-06-03,34.73224666666666,1,0
1997-06-04,39.30141333333332,2,0
1997-06-05,31.827246666666664,3,0
1997-06-06,34.13474666666666,4,0
1997-06-07,28.186829999999983,5,1
1997-06-08,21.746829999999992,6,1
1997-06-09,23.567246666666662,0,0
1997-06-10,24.625704999999986,1,0
1997-06-11,30.00391333333332,2,0
1997-06-12,31.97162166666665,3,0
1997-06-13,27.33037166666665,4,0
1997-06-14,28.303413333333328,5,1
1997-06-15,26.639579999999984,6,1
1997-06-16,29.00078833333333,0,0
1997-06-17,32.614704999999994,1,0
1997-06-18,34.57641333333332,2,0
1997-06-19,35.52153833333332,3,0
1997-06-20,28.97682999999999,4,0
1997-06-21,34.74974666666666,5,1
1997-06-22,37.150413333333326,6,1
1997-06-23,40.55103833333333,0,0
1997-06-24,46.67058,1,0
1997-06-25,40.77016333333332,2,0
1997-06-26,39.90516333333332,3,0
1997-06-27,41.994329999999984,4,0
1997-06-28,46.32807999999999,5,1
1997-06-29,38.047663333333325,6,1
1997-06-30,39.489746666666655,0,0
1997-07-01,42.96747666666666,1,0
1997-07-02,47.613309999999984,2,0
1997-07-03,32.16164333333334,3,0
1997-07-04,38.60876833333332,4,0
1997-07-05,41.87639333333332,5,1
1997-07-06,35.43205999999999,6,1
1997-07-07,51.27010166666665,0,0
1997-07-08,42.786976666666654,1,0
1997-07-09,36.52580999999999,2,0
1997-07-10,27.06331,3,0
1997-07-11,22.23472666666667,4,0
1997-07-12,22.646643333333333,5,1
1997-07-13,20.79247666666668,6,1
1997-07-14,23.879976666666675,0,0
1997-07-15,22.837755416666667,1,0
1997-07-16,24.90081,2,0
1997-07-17,26.909143333333333,3,0
1997-07-18,23.84247666666667,4,0
1997-07-19,29.00914333333333,5,1
1997-07-20,20.94664333333334,6,1
1997-07-21,28.23206,0,0
1997-07-22,30.563935,1,0
1997-07-23,33.809893333333314,2,0
1997-07-24,36.18693499999999,3,0
1997-07-25,30.039809999999992,4,0
1997-07-26,31.468184999999995,5,1
1997-07-27,28.779976666666663,6,1
1997-07-28,28.604976666666666,0,0
1997-07-29,36.13831,1,0
1997-07-30,38.17014333333332,2,0
1997-07-31,34.404726666666654,3,0
1997-08-01,31.752454999999998,4,0
1997-08-02,20.64407999999999,5,1
1997-08-03,19.110746666666657,6,1
1997-08-04,27.673246666666657,0,0
1997-08-05,43.24533,1,0
1997-08-06,46.29358,2,0
1997-08-07,30.55124666666666,3,0
1997-08-08,44.21208000000001,4,0
1997-08-09,35.74116333333334,5,1
1997-08-10,28.183621666666667,6,1
